pattern,support
"[3, 2, 6, 4, 1, 5]",5.5698526797
"[3, 2, 6, 5, 1, 4, 7]",2.6700522888
"[3, 2, 6, 5, 1, 4]",3.4462910511
"[3, 2, 6, 5, 4, 1, 7]",2.1356405038
"[3, 2, 6, 5, 4, 1]",14.7397684227
"[3, 2, 6, 5, 7, 4, 1]",3.0022029824
"[3, 2, 6, 7, 5, 4, 1]",2.9242887715
"[3, 2, 6, 8, 7, 5, 4, 1]",2.3168500804
"[3, 2, 7, 5, 6, 4, 1]",2.3769957091
"[3, 2, 7, 8, 6, 5, 4, 1]",2.0982226804
"[3, 4, 1, 2, 5, 6, 7, 8, 9, 10]",2.0363301606
"[3, 4, 1, 2, 5, 6, 7, 8, 9]",3.8352398544
"[3, 4, 1, 2, 5, 6, 7, 8]",7.7061640910
"[3, 4, 1, 2, 5, 6, 7]",14.1858514894
"[3, 4, 1, 2, 5, 6, 8, 7]",4.2866061633
"[3, 4, 1, 2, 5, 6]",34.5425404398
"[3, 4, 1, 2, 5, 7, 6, 8, 9]",2.4362215548
"[3, 4, 1, 2, 5, 7, 6, 8]",4.5880507230
"[3, 4, 1, 2, 5, 7, 6, 9, 8, 10]",2.1521216366
"[3, 4, 1, 2, 5, 7, 6, 9, 8]",2.1520282548
"[3, 4, 1, 2, 5, 7, 6]",10.6848937293
"[3, 4, 1, 2, 5]",63.6447608289
"[3, 4, 1, 2, 6, 5, 7]",2.6377308369
"[3, 4, 1, 2, 6, 5]",13.8913410716
"[3, 4, 1, 2, 6, 7, 5]",3.2820510508
"[3, 4, 1, 2, 7, 6, 5]",3.6811988866
"[3, 4, 1, 2]",329.8398066288
"[3, 4, 1, 5, 2]",17.5606414398
"[3, 4, 1, 5, 6, 2]",5.3374448903
"[3, 4, 1, 6, 2, 5]",2.9470182646
"[3, 4, 1, 6, 5, 2]",3.1121426712
"[3, 4, 1, 7, 6, 5, 2]",2.6138088254
"[3, 4, 2, 1, 5, 6, 7, 8, 10, 9]",3.2921230090
"[3, 4, 2, 1, 5, 6, 7, 8, 9, 10]",3.1008000258
"[3, 4, 2, 1, 5, 6, 7, 8, 9]",7.5516195757
"[3, 4, 2, 1, 5, 6, 7, 8]",10.9200600490
"[3, 4, 2, 1, 5, 6, 7]",19.9172482462
"[3, 4, 2, 1, 5, 6, 8, 7]",5.1634256953
"[3, 4, 2, 1, 5, 6]",38.5739113917
"[3, 4, 2, 1, 5, 7, 6, 8]",3.8458364003
"[3, 4, 2, 1, 5, 7, 6]",13.2237852478
"[3, 4, 2, 1, 5, 7, 8, 6]",3.4014781831
"[3, 4, 2, 1, 5, 8, 6, 7]",2.2086367458
"[3, 4, 2, 1, 5, 8, 7, 6, 9]",2.7162108893
"[3, 4, 2, 1, 5, 8, 7, 6]",4.5739497086
"[3, 4, 2, 1, 5]",61.1522521093
"[3, 4, 2, 1, 6, 5, 7, 8]",2.2625453538
"[3, 4, 2, 1, 6, 5, 7]",4.3096795423
"[3, 4, 2, 1, 6, 5]",12.0431591685
"[3, 4, 2, 1, 6, 7, 5]",3.2966306910
"[3, 4, 2, 1, 7, 5, 6]",2.1222799940
"[3, 4, 2, 1]",770.5415672933
"[3, 4, 2, 5, 1]",27.4933956187
"[3, 4, 2, 5, 6, 1]",6.7052724461
"[3, 4, 2, 5, 6, 8, 7, 1]",2.4515649835
"[3, 4, 2, 5, 7, 6, 1]",2.8391408899
"[3, 4, 2, 6, 5, 1]",4.6940171965
"[3, 4, 5, 1, 2, 6, 7]",6.1605912685
"[3, 4, 5, 1, 2, 6, 8, 7]",2.7648055182
"[3, 4, 5, 1, 2, 6]",13.0830092288
"[3, 4, 5, 1, 2, 7, 6]",2.7873688295
"[3, 4, 5, 1, 2]",68.8941059923
"[3, 4, 5, 2, 1, 6, 7, 8, 9]",2.0531866704
"[3, 4, 5, 2, 1, 6, 7, 8]",4.9971469100
"[3, 4, 5, 2, 1, 6, 7]",5.4465672042
"[3, 4, 5, 2, 1, 6]",7.0850165634
"[3, 4, 5, 2, 1]",156.1428513181
"[3, 4, 5, 6, 1, 2, 7, 8]",2.6293271370
"[3, 4, 5, 6, 1, 2, 7]",4.3182922217
"[3, 4, 5, 6, 1, 2]",13.5508292919
"[3, 4, 5, 6, 2, 1]",30.8493388172
"[3, 4, 5, 6, 7, 2, 1]",7.6685799392
"[3, 4, 5, 7, 6, 1, 2]",4.1215629975
"[3, 4, 5, 7, 6, 2, 1]",14.0652471019
"[3, 4, 5, 7, 8, 6, 2, 1]",5.1512310210
"[3, 4, 5, 8, 7, 6, 2, 1]",5.9409074595
"[3, 4, 6, 1, 2, 5, 7]",2.2244371546
"[3, 4, 6, 1, 2, 5]",7.1793871677
"[3, 4, 6, 2, 1, 5]",5.3972187348
"[3, 4, 6, 5, 1, 2, 7, 8, 9]",2.1519909893
"[3, 4, 6, 5, 1, 2, 7, 8]",2.1518976132
"[3, 4, 6, 5, 1, 2, 7]",2.5693949495
"[3, 4, 6, 5, 1, 2]",29.9215757365
"[3, 4, 6, 5, 2, 1]",60.1576945456
"[3, 4, 6, 5, 7, 2, 1]",4.1305324495
"[3, 4, 6, 7, 5, 1, 2]",7.4656538999
"[3, 4, 6, 7, 5, 2, 1]",18.7285978911
"[3, 4, 6, 7, 8, 5, 1, 2]",2.0110154854
"[3, 4, 6, 7, 8, 5, 2, 1]",2.4208818578
"[3, 4, 6, 8, 7, 5, 2, 1]",3.5645577067
"[3, 4, 6, 9, 8, 7, 5, 2, 1]",2.5487987511
"[3, 4, 7, 5, 2, 1, 6]",2.1881795983
"[3, 4, 7, 5, 6, 1, 2]",2.9660160359
"[3, 4, 7, 5, 6, 2, 1]",7.6453208227
"[3, 4, 7, 6, 2, 1, 5]",2.4083190832
"[3, 4, 7, 6, 5, 1, 2]",4.6744778332
"[3, 4, 7, 6, 5, 2, 1]",18.6771325652
"[3, 4, 7, 8, 6, 5, 1, 2]",3.4910586062
"[3, 4, 7, 8, 6, 5, 2, 1]",5.9327186006
"[3, 4, 8, 6, 7, 5, 2, 1]",2.5154132716
"[3, 5, 1, 2, 4, 6, 7, 8, 9]",2.6004726194
"[3, 5, 1, 2, 4, 6, 7, 8]",3.0923808691
"[3, 5, 1, 2, 4, 6, 7]",8.4983737326
"[3, 5, 1, 2, 4, 6]",15.0799717255
"[3, 5, 1, 2, 4, 7, 6]",2.5079619658
"[3, 5, 1, 2, 4]",37.9479680190
"[3, 5, 1, 2, 6, 4]",4.9577122307
"[3, 5, 1, 4, 2, 6, 7]",4.0922750521
"[3, 5, 1, 4, 2, 6]",6.3798331265
"[3, 5, 1, 4, 2]",20.4536212230
"[3, 5, 1, 4, 6, 2]",3.5226120606
"[3, 5, 2, 1, 4, 6, 7, 8, 9]",2.2700245061
"[3, 5, 2, 1, 4, 6, 7, 8]",3.9692808909
"[3, 5, 2, 1, 4, 6, 7]",6.5636756161
"[3, 5, 2, 1, 4, 6]",11.2752636831
"[3, 5, 2, 1, 4, 7, 6]",2.0812675612
"[3, 5, 2, 1, 4]",29.7242416453
"[3, 5, 2, 4, 1]",26.7719238661
"[3, 5, 2, 4, 6, 1]",3.9679611559
"[3, 5, 2, 6, 4, 1]",5.3333129769
"[3, 5, 4, 1, 2, 6, 7, 8, 9]",2.7724611739
"[3, 5, 4, 1, 2, 6, 7, 8]",7.5415136650
"[3, 5, 4, 1, 2, 6, 7, 9, 8]",2.4479458186
"[3, 5, 4, 1, 2, 6, 7]",13.6276220269
"[3, 5, 4, 1, 2, 6, 8, 9, 7]",2.3214339171
"[3, 5, 4, 1, 2, 6]",17.4855125879
"[3, 5, 4, 1, 2]",107.2293902504
"[3, 5, 4, 2, 1, 6, 7, 8]",3.4268289472
"[3, 5, 4, 2, 1, 6, 7]",5.9903610474
"[3, 5, 4, 2, 1, 6]",8.9697440609
"[3, 5, 4, 2, 1]",234.6279195004
"[3, 5, 4, 2, 6, 1]",3.4119554008
"[3, 5, 4, 6, 1, 2]",5.6516136738
"[3, 5, 4, 6, 2, 1]",19.8287627539
"[3, 5, 4, 6, 7, 2, 1]",3.7929517404
"[3, 5, 4, 6, 8, 7, 2, 1]",3.4933590484
"[3, 5, 4, 7, 6, 2, 1]",4.1699747446
"[3, 5, 6, 1, 2, 4]",4.8248774424
"[3, 5, 6, 1, 4, 2]",3.8698585881
"[3, 5, 6, 2, 1, 4, 7]",2.8344123911
"[3, 5, 6, 2, 1, 4]",6.4529333599
"[3, 5, 6, 2, 4, 1]",3.4223862209
"[3, 5, 6, 4, 1, 2]",31.5498145739
"[3, 5, 6, 4, 2, 1]",62.0161322147
"[3, 5, 6, 4, 7, 1, 2]",2.5632790268
"[3, 5, 6, 4, 7, 2, 1]",3.3945495345
"[3, 5, 6, 7, 4, 1, 2]",4.5315538467
"[3, 5, 6, 7, 4, 2, 1]",12.0206105395
"[3, 5, 6, 8, 7, 4, 1, 2]",3.6424604725
"[3, 5, 6, 8, 7, 4, 2, 1]",4.1129724137
"[3, 5, 6, 9, 8, 7, 4, 2, 1]",2.6104541565
"[3, 5, 7, 4, 6, 2, 1]",5.4114433456
"[3, 5, 7, 6, 1, 2, 4]",3.9886512174
"[3, 5, 7, 6, 2, 1, 4]",2.7064740854
"[3, 5, 7, 6, 2, 4, 1]",2.8888574639
"[3, 5, 7, 6, 4, 1, 2]",12.1122478519
"[3, 5, 7, 6, 4, 2, 1]",21.8612164078
"[3, 5, 7, 8, 6, 4, 2, 1]",4.9729323717
"[3, 5, 8, 6, 7, 4, 1, 2]",2.3431610953
"[3, 5, 8, 6, 7, 4, 2, 1]",2.9876416325
"[3, 5, 8, 7, 4, 6, 2, 1]",2.2890779386
"[3, 5, 8, 7, 6, 4, 2, 1]",4.6505756701
"[3, 6, 1, 2, 4, 5]",5.7411438373
"[3, 6, 1, 2, 5, 4]",2.8910408048
"[3, 6, 2, 1, 4, 5, 7]",2.9340084984
"[3, 6, 2, 1, 4, 5]",4.3937442542
"[3, 6, 2, 1, 4, 7, 5]",2.1929178727
"[3, 6, 2, 1, 5, 4]",3.9706101587
"[3, 6, 2, 4, 1, 5]",2.0675398078
"[3, 6, 2, 5, 4, 1]",2.6458825119
"[3, 6, 2, 5, 7, 4, 1]",2.2824282387
"[3, 6, 4, 1, 2, 5]",6.1219009276
"[3, 6, 4, 1, 2, 7, 8, 5]",2.3133125964
"[3, 6, 4, 1, 5, 2]",2.9676408249
"[3, 6, 4, 2, 1, 5, 7]",4.8192035887
"[3, 6, 4, 2, 1, 5]",8.5855504159
"[3, 6, 4, 2, 5, 1]",7.2202971949
"[3, 6, 4, 5, 1, 2, 7]",2.4765910000
"[3, 6, 4, 5, 1, 2]",14.1184222484
"[3, 6, 4, 5, 2, 1]",25.1880427891
"[3, 6, 4, 5, 8, 7, 2, 1]",2.3730898102
"[3, 6, 4, 7, 5, 1, 2]",3.6341304178
"[3, 6, 4, 7, 8, 5, 1, 2]",2.2474404955
"[3, 6, 4, 8, 7, 5, 2, 1]",3.0104075109
"[3, 6, 5, 1, 2, 4, 7]",2.0024359435
"[3, 6, 5, 1, 2, 4]",5.8004839580
"[3, 6, 5, 1, 4, 2]",5.7883620485
"[3, 6, 5, 2, 1, 4, 7]",2.1933677258
"[3, 6, 5, 2, 1, 4]",9.9826919302
"[3, 6, 5, 2, 4, 1]",9.8749315907
"[3, 6, 5, 4, 1, 2]",23.7350728737
"[3, 6, 5, 4, 2, 1]",58.7262786095
"[3, 6, 5, 4, 7, 2, 1]",3.9779302786
"[3, 6, 5, 7, 1, 2, 4]",2.2294144081
"[3, 6, 5, 7, 4, 1, 2]",3.7987799678
"[3, 6, 5, 7, 4, 2, 1]",6.7068110048
"[3, 6, 5, 8, 7, 4, 2, 1]",2.6048358962
"[3, 6, 7, 2, 4, 5, 1]",2.2287905722
"[3, 6, 7, 4, 1, 2, 5]",4.1268053239
"[3, 6, 7, 4, 5, 1, 2]",3.4100736567
"[3, 6, 7, 4, 5, 2, 1]",12.1682055957
"[3, 6, 7, 5, 1, 2, 4]",4.0039322197
"[3, 6, 7, 5, 1, 4, 2]",2.9293080788
"[3, 6, 7, 5, 2, 1, 4]",2.6242601996
"[3, 6, 7, 5, 2, 4, 1]",3.3398813081
"[3, 6, 7, 5, 4, 1, 2]",11.4793448837
"[3, 6, 7, 5, 4, 2, 1]",13.3002104650
"[3, 6, 7, 8, 5, 4, 2, 1]",5.3833813243
"[3, 6, 7, 9, 8, 4, 5, 2, 1]",2.1173314990
"[3, 6, 8, 7, 4, 5, 2, 1]",3.8927338246
"[3, 6, 8, 7, 5, 2, 1, 4]",2.7922477907
"[3, 6, 8, 7, 5, 2, 4, 1]",2.2856889803
"[3, 6, 8, 7, 5, 4, 1, 2]",3.2918207929
"[3, 6, 8, 7, 5, 4, 2, 1]",3.6952896398
"[3, 7, 4, 2, 1, 5, 6]",2.4792440035
"[3, 7, 4, 6, 1, 2, 5]",2.5295012069
"[3, 7, 4, 6, 5, 2, 1]",2.8900187632
"[3, 7, 5, 4, 2, 1, 6]",2.0576777153
"[3, 7, 5, 4, 6, 2, 1]",3.9289853005
"[3, 7, 5, 6, 4, 2, 1]",7.0664672406
"[3, 7, 6, 4, 1, 2, 5, 8]",2.5748035535
"[3, 7, 6, 4, 1, 2, 5]",4.0881323660
"[3, 7, 6, 4, 5, 1, 2]",2.9831746618
"[3, 7, 6, 4, 5, 2, 1]",4.5772954462
"[3, 7, 6, 5, 1, 2, 4]",4.6415855051
"[3, 7, 6, 5, 2, 4, 1]",3.2394286716
"[3, 7, 6, 5, 4, 1, 2]",3.9359921698
"[3, 7, 6, 5, 4, 2, 1]",10.9339572272
"[3, 7, 6, 8, 4, 5, 2, 1]",2.1638271089
"[3, 7, 8, 6, 4, 5, 1, 2]",2.6699049678
"[3, 7, 8, 6, 5, 4, 2, 1]",3.9360905132
"[3, 8, 7, 6, 5, 4, 2, 1]",2.9887396349
"[3, 8, 7, 9, 10, 6, 5, 4, 1, 2]",2.6447126528
"[4, 1, 2, 3, 5, 6, 7, 8, 10, 9, 11]",2.2439754339
"[4, 1, 2, 3, 5, 6, 7, 8, 10, 9]",3.7923310638
"[4, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12]",4.0026867446
"[4, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 12]",2.1908614394
"[4, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11]",5.2439562815
"[4, 1, 2, 3, 5, 6, 7, 8, 9, 10]",6.5772809574
"[4, 1, 2, 3, 5, 6, 7, 8, 9]",11.2750851495
"[4, 1, 2, 3, 5, 6, 7, 8]",21.2536996040
"[4, 1, 2, 3, 5, 6, 7, 9, 8]",5.6959609160
"[4, 1, 2, 3, 5, 6, 7]",32.7743605568
"[4, 1, 2, 3, 5, 6, 8, 7, 9]",2.5568296230
"[4, 1, 2, 3, 5, 6, 8, 7]",4.1039583885
"[4, 1, 2, 3, 5, 6, 8, 9, 7]",2.5249172354
"[4, 1, 2, 3, 5, 6]",71.0758470420
"[4, 1, 2, 3, 5, 7, 6, 8, 9, 10]",4.5185754963
"[4, 1, 2, 3, 5, 7, 6, 8, 9]",5.3848544073
"[4, 1, 2, 3, 5, 7, 6, 8]",8.5226509624
"[4, 1, 2, 3, 5, 7, 6, 9, 8]",2.5155563607
"[4, 1, 2, 3, 5, 7, 6]",22.0162834898
"[4, 1, 2, 3, 5, 7, 8, 6]",3.1821774885
"[4, 1, 2, 3, 5, 8, 6, 7]",3.7914126172
"[4, 1, 2, 3, 5, 8, 7, 6]",4.2462302015
"[4, 1, 2, 3, 5, 9, 8, 7, 6]",2.1952962890
"[4, 1, 2, 3, 5]",126.8923076467
"[4, 1, 2, 3, 6, 5, 7, 8]",2.9308980228
"[4, 1, 2, 3, 6, 5, 7]",10.1828207557
"[4, 1, 2, 3, 6, 5, 8, 7]",3.9815708646
"[4, 1, 2, 3, 6, 5]",29.1323265165
"[4, 1, 2, 3, 6, 7, 5]",9.3042310364
"[4, 1, 2, 3, 6, 7, 8, 5]",2.2953122284
"[4, 1, 2, 3, 7, 5, 6, 8]",2.6682228436
"[4, 1, 2, 3, 7, 5, 6]",7.5489127734
"[4, 1, 2, 3, 7, 6, 5, 8]",3.5683282772
"[4, 1, 2, 3, 7, 6, 5]",6.9079760978
"[4, 1, 2, 3, 7, 8, 6, 5]",2.0097927740
"[4, 1, 2, 3, 8, 6, 7, 5]",2.6483317716
"[4, 1, 2, 3]",370.9514038022
"[4, 1, 2, 5, 3, 6, 7, 8, 9]",3.0384954726
"[4, 1, 2, 5, 3, 6, 7, 8]",8.4039248992
"[4, 1, 2, 5, 3, 6, 7]",9.7901613422
"[4, 1, 2, 5, 3, 6, 8, 9, 7]",2.9410609268
"[4, 1, 2, 5, 3, 6]",12.0642960433
"[4, 1, 2, 5, 3]",44.0546669906
"[4, 1, 2, 5, 6, 3, 7]",3.1015349228
"[4, 1, 2, 5, 6, 3]",16.1424155693
"[4, 1, 2, 5, 6, 8, 9, 7, 3]",2.4312719177
"[4, 1, 2, 5, 7, 6, 3]",3.9900760787
"[4, 1, 2, 5, 8, 7, 6, 3]",2.8477392022
"[4, 1, 2, 6, 3, 5, 7]",2.1358020494
"[4, 1, 2, 6, 3, 5]",3.0953671795
"[4, 1, 2, 6, 5, 3]",10.1072009755
"[4, 1, 2, 6, 7, 3, 5, 8]",2.7134794046
"[4, 1, 2, 6, 7, 3, 5]",4.0880668867
"[4, 1, 2, 6, 7, 5, 3]",7.2582926676
"[4, 1, 2, 7, 6, 5, 3]",2.2147960598
"[4, 1, 3, 2, 5, 6, 7, 8, 10, 9]",2.2813230501
"[4, 1, 3, 2, 5, 6, 7, 8, 9]",4.0233132430
"[4, 1, 3, 2, 5, 6, 7, 8]",6.5325284319
"[4, 1, 3, 2, 5, 6, 7, 9, 8]",2.5094986512
"[4, 1, 3, 2, 5, 6, 7]",16.8445407970
"[4, 1, 3, 2, 5, 6, 8, 7, 9]",2.1924016591
"[4, 1, 3, 2, 5, 6, 8, 7]",3.7377161472
"[4, 1, 3, 2, 5, 6]",29.8333870056
"[4, 1, 3, 2, 5, 7, 6, 8]",3.5029612941
"[4, 1, 3, 2, 5, 7, 6]",6.7073713496
"[4, 1, 3, 2, 5, 7, 8, 6]",2.9694793132
"[4, 1, 3, 2, 5]",44.5984005063
"[4, 1, 3, 2, 6, 5]",7.4927717572
"[4, 1, 3, 2, 6, 7, 5, 8]",2.1450900984
"[4, 1, 3, 2, 6, 7, 5]",5.0192942083
"[4, 1, 3, 2]",233.4219025793
"[4, 1, 3, 5, 2, 6, 7, 8]",2.0849519285
"[4, 1, 3, 5, 2, 6, 7]",2.0848614613
"[4, 1, 3, 5, 2, 6]",3.6513494280
"[4, 1, 3, 5, 2]",22.8248894417
"[4, 1, 3, 5, 6, 2, 7]",2.4011472332
"[4, 1, 3, 5, 6, 2]",6.4642685209
"[4, 1, 3, 5, 7, 6, 2]",2.5880433638
"[4, 1, 3, 6, 2, 5]",4.0420096930
"[4, 1, 3, 6, 5, 2, 7]",2.0537823180
"[4, 1, 3, 6, 5, 2]",11.4311530484
"[4, 1, 3, 6, 7, 5, 2]",3.7466371598
"[4, 1, 3, 7, 6, 2, 5]",4.2247145699
"[4, 1, 5, 2, 3, 6, 7, 8]",4.3563473516
"[4, 1, 5, 2, 3, 6, 7]",5.2723185606
"[4, 1, 5, 2, 3, 6]",7.1333916868
"[4, 1, 5, 2, 3]",17.7601905452
"[4, 1, 5, 3, 2, 6]",3.6212667206
"[4, 1, 5, 3, 2]",18.3215187312
"[4, 1, 5, 3, 6, 2]",2.4140104861
"[4, 1, 5, 6, 2, 3]",3.1536492106
"[4, 1, 5, 6, 3, 2]",2.5474523277
"[4, 1, 6, 5, 2, 3, 7]",2.8195084326
"[4, 1, 6, 5, 2, 3]",3.9740739313
"[4, 1, 6, 5, 3, 2]",3.8008976458
"[4, 1, 6, 7, 5, 2, 3]",2.0005022609
"[4, 2, 1, 3, 5, 6, 7, 8, 10, 9, 11]",2.0147346370
"[4, 2, 1, 3, 5, 6, 7, 8, 10, 9]",3.3660912213
"[4, 2, 1, 3, 5, 6, 7, 8, 9, 10, 11]",2.7531382368
"[4, 2, 1, 3, 5, 6, 7, 8, 9, 10]",5.7348947030
"[4, 2, 1, 3, 5, 6, 7, 8, 9, 11, 10]",2.4934307265
"[4, 2, 1, 3, 5, 6, 7, 8, 9]",11.7549406670
"[4, 2, 1, 3, 5, 6, 7, 8]",21.7237594245
"[4, 2, 1, 3, 5, 6, 7, 9, 8, 10]",2.0287574625
"[4, 2, 1, 3, 5, 6, 7, 9, 8]",4.8172245575
"[4, 2, 1, 3, 5, 6, 7]",41.2649698615
"[4, 2, 1, 3, 5, 6, 8, 7, 9]",3.3499034495
"[4, 2, 1, 3, 5, 6, 8, 7]",11.8006172789
"[4, 2, 1, 3, 5, 6, 8, 9, 7]",2.6502562412
"[4, 2, 1, 3, 5, 6, 9, 8, 7]",2.5256703635
"[4, 2, 1, 3, 5, 6]",86.5970931809
"[4, 2, 1, 3, 5, 7, 6, 8]",5.6751176653
"[4, 2, 1, 3, 5, 7, 6, 9, 8]",2.9744730829
"[4, 2, 1, 3, 5, 7, 6]",25.0953218062
"[4, 2, 1, 3, 5, 7, 8, 6]",4.8855125836
"[4, 2, 1, 3, 5, 7, 9, 8, 6]",3.1342902451
"[4, 2, 1, 3, 5, 8, 6, 7]",4.8967551493
"[4, 2, 1, 3, 5, 8, 7, 6]",6.2939378174
"[4, 2, 1, 3, 5]",142.4886150855
"[4, 2, 1, 3, 6, 5, 7, 8, 9]",3.3235486432
"[4, 2, 1, 3, 6, 5, 7, 8]",7.9871812443
"[4, 2, 1, 3, 6, 5, 7, 9, 8]",2.8710076661
"[4, 2, 1, 3, 6, 5, 7]",9.7708076861
"[4, 2, 1, 3, 6, 5]",30.5017787063
"[4, 2, 1, 3, 6, 7, 5, 8, 9]",2.6559363793
"[4, 2, 1, 3, 6, 7, 5, 8]",2.6558211368
"[4, 2, 1, 3, 6, 7, 5]",10.3913750975
"[4, 2, 1, 3, 6, 8, 7, 5]",4.3012340428
"[4, 2, 1, 3, 7, 5, 6]",4.0677694507
"[4, 2, 1, 3, 7, 6, 5, 8]",2.2068134180
"[4, 2, 1, 3, 7, 6, 5]",6.1239391346
"[4, 2, 1, 3, 7, 8, 6, 5]",2.6846520320
"[4, 2, 1, 3]",449.3667561516
"[4, 2, 1, 5, 3, 6, 7]",3.2730383910
"[4, 2, 1, 5, 3, 6]",7.5346396131
"[4, 2, 1, 5, 3, 7, 6]",2.2868789638
"[4, 2, 1, 5, 3]",34.4649761536
"[4, 2, 1, 5, 6, 3, 7, 8]",2.6048693216
"[4, 2, 1, 5, 6, 3, 7]",3.8780139245
"[4, 2, 1, 5, 6, 3]",8.9642857681
"[4, 2, 1, 6, 3, 5, 7, 8]",2.7388315525
"[4, 2, 1, 6, 3, 5, 7]",5.0120472682
"[4, 2, 1, 6, 3, 5]",5.7732052603
"[4, 2, 1, 6, 5, 3]",5.4545415547
"[4, 2, 1, 7, 6, 5, 3]",3.5531339428
"[4, 2, 3, 1, 5, 6, 7, 8, 9, 10]",2.1128048724
"[4, 2, 3, 1, 5, 6, 7, 8, 9]",2.9831222198
"[4, 2, 3, 1, 5, 6, 7, 8]",4.7034013169
"[4, 2, 3, 1, 5, 6, 7]",10.5034143751
"[4, 2, 3, 1, 5, 6, 8, 7]",4.1328671226
"[4, 2, 3, 1, 5, 6]",15.1414728352
"[4, 2, 3, 1, 5]",31.2865646383
"[4, 2, 3, 1, 6, 5, 7, 8]",2.3002907959
"[4, 2, 3, 1, 6, 5, 7]",4.4053074324
"[4, 2, 3, 1, 6, 5]",9.2049423083
"[4, 2, 3, 1]",490.7158042118
"[4, 2, 3, 5, 1, 6]",3.9740642665
"[4, 2, 3, 5, 1]",34.1274156142
"[4, 2, 3, 5, 6, 1]",6.7059144142
"[4, 2, 3, 5, 7, 6, 1]",2.3830687374
"[4, 2, 3, 6, 1, 5]",2.3890073150
"[4, 2, 3, 6, 5, 1]",12.5540961027
"[4, 2, 3, 6, 7, 5, 1]",5.1123163495
"[4, 2, 5, 1, 3, 6, 7, 8]",2.0041101393
"[4, 2, 5, 1, 3, 6, 7]",3.7903363591
"[4, 2, 5, 1, 3, 6]",7.0907087013
"[4, 2, 5, 1, 3]",18.6998843029
"[4, 2, 5, 3, 1, 6]",2.7292999716
"[4, 2, 5, 3, 1]",51.1698303189
"[4, 2, 5, 6, 3, 1]",16.4988728480
"[4, 2, 5, 6, 7, 1, 3]",2.0581835086
"[4, 2, 5, 7, 6, 3, 1]",5.1624670122
"[4, 2, 6, 1, 5, 3]",2.8433806973
"[4, 2, 6, 3, 1, 5, 7]",2.3157115815
"[4, 2, 6, 3, 1, 5]",3.8897394799
"[4, 2, 6, 3, 5, 1]",5.2458507642
"[4, 2, 6, 5, 1, 3]",4.9206212848
"[4, 2, 6, 5, 3, 1]",16.7187972318
"[4, 2, 7, 6, 3, 5, 1]",2.1463308751
"[4, 2, 7, 6, 5, 3, 1]",3.0039695632
"[4, 3, 1, 2, 5, 6, 7, 8, 10, 9]",2.8241035809
"[4, 3, 1, 2, 5, 6, 7, 8, 9, 10, 11]",2.8316338968
"[4, 3, 1, 2, 5, 6, 7, 8, 9, 10]",6.0385253448
"[4, 3, 1, 2, 5, 6, 7, 8, 9]",12.1962846782
"[4, 3, 1, 2, 5, 6, 7, 8]",18.8081088690
"[4, 3, 1, 2, 5, 6, 7, 9, 10, 11, 8]",2.1014320222
"[4, 3, 1, 2, 5, 6, 7, 9, 8]",4.4106487109
"[4, 3, 1, 2, 5, 6, 7]",34.9850481945
"[4, 3, 1, 2, 5, 6, 8, 7, 9, 10]",2.0215786889
"[4, 3, 1, 2, 5, 6, 8, 7, 9]",3.3501731758
"[4, 3, 1, 2, 5, 6, 8, 7]",8.5809426426
"[4, 3, 1, 2, 5, 6, 9, 8, 7]",2.3698735370
"[4, 3, 1, 2, 5, 6]",67.9927140927
"[4, 3, 1, 2, 5, 7, 6, 8, 9]",2.7005831649
"[4, 3, 1, 2, 5, 7, 6, 8]",4.2475519171
"[4, 3, 1, 2, 5, 7, 6]",14.1558090272
"[4, 3, 1, 2, 5, 7, 8, 6]",3.6615347556
"[4, 3, 1, 2, 5, 7, 9, 8, 6]",2.4677783537
"[4, 3, 1, 2, 5, 8, 6, 7]",3.9160394082
"[4, 3, 1, 2, 5]",122.5494681406
"[4, 3, 1, 2, 6, 5, 7, 8, 9]",2.0960072781
"[4, 3, 1, 2, 6, 5, 7, 8]",3.1088396924
"[4, 3, 1, 2, 6, 5, 7]",9.5563496258
"[4, 3, 1, 2, 6, 5, 8, 7]",3.1318271347
"[4, 3, 1, 2, 6, 5]",27.1241174628
"[4, 3, 1, 2, 6, 7, 5]",6.5706052051
"[4, 3, 1, 2, 7, 5, 6]",4.3100735956
"[4, 3, 1, 2, 7, 5, 8, 6]",2.8297227110
"[4, 3, 1, 2, 7, 6, 5, 8, 9, 10]",2.0360226595
"[4, 3, 1, 2, 7, 6, 5, 8, 9]",2.0359343154
"[4, 3, 1, 2, 7, 6, 5, 8]",2.4270715825
"[4, 3, 1, 2, 7, 6, 5]",4.1700592585
"[4, 3, 1, 2]",852.4947037012
"[4, 3, 1, 5, 2]",13.7878948971
"[4, 3, 1, 5, 6, 2]",5.2756143706
"[4, 3, 1, 6, 5, 2]",5.3143119602
"[4, 3, 2, 1, 5, 6, 7, 8, 10, 9]",3.0415840857
"[4, 3, 2, 1, 5, 6, 7, 8, 9, 10]",3.0858987638
"[4, 3, 2, 1, 5, 6, 7, 8, 9]",6.5987132211
"[4, 3, 2, 1, 5, 6, 7, 8]",10.7431137832
"[4, 3, 2, 1, 5, 6, 7]",24.2960032947
